type,name,latitude,longitude,geometry_type,osm_id,amenity,building,phone,operator,operator_type,student_count,capacity_persons,capacity_beds,opening_hours,wheelchair,addr_street,addr_city,addr_ward,website
school,Swapna Vatika Academic Higher Secondary School,27.683755466666668,85.32923576666667,Polygon,way/219428837,school,,01-4782186,,private,325.0,,,,,,,,
school,Gyan Niketan Secondary School (Junior Block),27.68431327058824,85.33402573529412,Polygon,way/219431018,school,,01-4783186,,private,187.0,,,,,,,,
school,British Gurkha Academy School,27.74580993125,85.34034681875,Polygon,way/219523804,school,,,,private,300.0,,,,,,,,
school,Columbus School,27.686441916666663,85.33034468333334,Polygon,way/219543994,school,,01-4780967,,private,135.0,,,,,,,,
school,House of Montessori World,27.68621354,85.3300254,Polygon,way/219544010,school,,01-4781245,,private,45.0,,,,,,,,
school,Innovative English School,27.68383396153846,85.33119095384616,Polygon,way/219544011,school,,"4782422, 4782412",,private,800.0,,,,,,,,
school,Traibidhya Sikshya Sadan,27.681466460000003,85.33327385999999,Polygon,way/219544013,school,,01-4783435,,private,20.0,,,,,,,,
school,Peace Point Secondary Boarding School,27.69699957142857,85.34846235714285,Polygon,way/219612708,school,,4110606,,private,250.0,,,,,,,,
school,Occidental Public School,27.69704082,85.33073652,Polygon,way/219616616,school,school,,Occidental Public School,private,1250.0,,,,,,,,
school,Saurdeep Boarding School,27.7263855,85.29612829999999,Polygon,way/219616903,school,,01-4951000,,private,410.0,,,,,,,,
school,Bhadra Ghale Sikshya Sadan,27.698674963636368,85.33117776363636,Polygon,way/219616912,school,,01420461,,community,150.0,,,,,,,,
school,Supreme International High School,27.717012667857144,85.35107645714287,Polygon,way/219617127,school,,,,private,250.0,,,,,,,,
school,Sayapatri Children Education Academy,27.70214751428572,85.32947132857143,Polygon,way/219617170,school,,016220690,Sayapatri Children Education Academy,private,85.0,,,,,,,,
school,Esteem Learning School,27.71798908,85.35120024,Polygon,way/219617232,school,,,,private,19.0,,,,,,,,
school,Disneyland Pre-School,27.71854742,85.35069618,Polygon,way/219617663,school,,,,private,50.0,,,,,,,,
school,Bright Land Higher Secondary School,27.73066057142857,85.3043509857143,Polygon,way/219617712,school,,01-4315112,,private,350.0,,,,,,,,
school,Riviera International School,27.718331295652177,85.35358219565217,Polygon,way/219617749,school,,,,private,420.0,,,,,,,,
school,Kohinoor School,27.732250790909088,85.30381386363636,Polygon,way/219617768,school,,01-4365332,,private,30.0,,,,,,,,
school,Bright Heaven Boarding School,27.733087877777777,85.30402332222224,Polygon,way/219617902,school,,01-381121,,private,500.0,,,,,,,,
school,Baba Boarding High School,27.72001215,85.34915817,Polygon,way/219618179,school,,,,private,550.0,,,,,,,,
school,Arunodaya Secondary School,27.705834857142857,85.30572838571427,Polygon,way/219618182,school,school,,Arunodaya Secondary School,government,200.0,,,,,,,,
school,Kanya Secondary School,27.7059057,85.306821,Polygon,way/219618184,school,educational,,Kanya Secondary School,government,300.0,50andabove,,,,,,,
school,Kesh Chandra Primary School,27.706924716666663,85.3079777,Polygon,way/219618185,school,school,,Kesh Chandra Primary School,government,55.0,,,,,,,,
school,Next Generation Residential Academy,27.7058861,85.3061955375,Polygon,way/219618186,school,,,,private,550.0,,,,,,,,
school,Stephens International School,27.741037714285717,85.33724111428572,Polygon,way/219618302,school,,,,private,125.0,,,,,,,,
school,Ekta English Boarding School,27.7084106875,85.30671995,Polygon,way/219618307,school,,,,private,200.0,,,,,,,,
school,Kanya Mandir Higher Secondary School,27.709853037142857,85.30877298857142,Polygon,way/219618308,school,,,,government,700.0,,,,,,,,
school,Lumbini Academic Foundation,27.72026436,85.34947695,Polygon,way/219618372,school,,,,private,900.0,,,,,,,,
school,Little Genius English Secondary School,27.721305986666668,85.29168805333333,Polygon,way/219618762,school,,01-6213042,,private,350.0,,,,,,,,
school,Bhakta Vidhyashram Secondary School,27.7088266,85.3070286,Polygon,way/219618844,school,,,,government,150.0,,,,,,,,
school,Shree Shram Rastriya Secondary School,27.7169847625,85.354789525,Polygon,way/219619032,school,,,,government,800.0,,,,,,,,
school,Satya Sai Academy,27.715812816666663,85.35284421666667,Polygon,way/219619221,school,,,,private,250.0,,,,,,,,
school,,27.71629010666667,85.35321105999999,Polygon,way/219619227,school,,,Satya Sai Academy,,,,,,,,,,
school,Open House English Boarding School,27.70790333636364,85.30386260909091,Polygon,way/219620011,school,,,,private,383.0,,,,,,,,
school,Swarnim Sikshya Sadan,27.709992966666665,85.30494463333333,Polygon,way/219620012,school,,,,private,120.0,,,,,,,,
school,Paradigm Public School,27.7289028375,85.31309597500001,Polygon,way/219620580,school,,,,private,300.0,,,,,,,,
school,Pushpa Kunja High School,27.73251974444445,85.31212065555556,Polygon,way/219620581,school,,,,private,364.0,,,,,,,,
school,SEB School,27.72869175,85.31281198333333,Polygon,way/219620582,school,,,,private,450.0,,,,,,,,
school,Scholar's Home Academy,27.73275115555556,85.31413442777779,Polygon,way/219620583,school,,,,private,600.0,,,,,,,,
school,Shree Ganesh Himal Secondary School,27.73354474285714,85.31314768571428,Polygon,way/219620584,school,,,,private,350.0,,,,,,,,
school,Small Heaven Boarding School,27.7108427625,85.30545515625,Polygon,way/219621365,school,,,,private,400.0,,,,,,,,
school,Small Heaven Boarding School,27.710255082608697,85.30613781304348,Polygon,way/219621366,school,,,Small Heaven Boarding School,,,,,,,,,,
school,Whitefield English Boarding School,27.71045176,85.30610636,Polygon,way/219621367,school,,,,private,320.0,,,,,,,,
school,Whitefield English Boarding School,27.7097469,85.30611440999999,Polygon,way/219621368,school,,,Whitefield English Boarding School,,,,,,,,,,
school,Saraswati Boarding School,27.712367142857143,85.30836753571428,Polygon,way/219623005,school,,,,private,750.0,,,,,,,,
school,Ananta Mangal Sadan,27.73361402,85.30344188000001,Polygon,way/219624683,school,,01-4384717,,private,100.0,,,,,,,,
school,Nepal Yubak Secondary School,27.71478749473684,85.30797380526316,Polygon,way/219624704,school,,,,government,500.0,,,,,,,,
school,Awareness International Academy (AIA),27.680539891666665,85.332542625,Polygon,way/219625631,school,,01-4782629,,private,550.0,,,,,,,,
school,Shree Sanjaya Sai Vidhya Mandir,27.68543668,85.32820262,Polygon,way/219625649,school,,01-4780528,,community,250.0,,,,,,,,
school,Morning Glory High School,27.696653975,85.3095556625,Polygon,way/219625848,school,,,,private,300.0,,,,,,,,
school,Shree Panchakanya Lower Secondary School,27.73137752222222,85.33682621111112,Polygon,way/219625933,school,,,,private,375.0,,,,,,,,
school,Basbari Higher Secondary School / Chiran Milan Bishwashanti Campus,27.741091641666667,85.34502764166666,Polygon,way/219627300,school,,,,government,650.0,,,,,,,,
school,Euro Kids Pre School Specialist,27.739741344444447,85.34364882222222,Polygon,way/219627301,school,,,,private,100.0,,,,,,,,
school,Guheshwari Boarding High School,27.7413781125,85.34420439375,Polygon,way/219627303,school,,,,private,230.0,,,,,,,,
school,Oliver Public School,27.7378281625,85.344919725,Polygon,way/219627306,school,,,,private,800.0,,,,,,,,
school,National Academy,27.68674734736842,85.32759607894737,Polygon,way/219627674,school,,01-9781091,,private,350.0,,,,,,,,
school,Mini Montessori,27.69095182857143,85.33216381428572,Polygon,way/219627750,school,,,,private,14.0,,,,,,,,
school,Araniko Secondary Boarding School,27.697313271428573,85.30959987142857,Polygon,way/219628766,school,,,,private,,,,,,,,,
school,Araniko Secondary Boarding School,27.6970937,85.30944403999999,Polygon,way/219628767,school,,,Araniko Secondary Boarding School,,,,,,,,,,
school,Deep High School,27.696420054545456,85.3101403909091,Polygon,way/219628768,school,,,,private,300.0,,,,,,,,
school,नोबेल एकेडेमी,27.68990157647059,85.33186351176471,Polygon,way/219628976,school,,4781401,,private,1150.0,,,,,,,,
school,Dewy Dawn High School,27.698192266666663,85.31031894444443,Polygon,way/219629528,school,,,,private,200.0,,,,,,,,
school,Gyan Jyoti Academy,27.74340648181818,85.34053427272728,Polygon,way/219630636,school,,,,private,450.0,,,,yes,,,,
school,Modern Educare Montessori Based School,27.74621048333333,85.34131308333333,Polygon,way/219630637,school,,,,private,100.0,,,,,,,,
school,Azad Lower Secondary School,27.697755828571427,85.30849452857142,Polygon,way/219631565,school,school,,Ajad Lower Secondary School,government,175.0,,,,,,,,
school,Kumari English Boarding School,27.700924633333337,85.30481464444443,Polygon,way/219633721,school,school,,Kumari English Boarding School,private,500.0,,,,,,,,
school,Neric Academy,27.68063238333333,85.33328006666666,Polygon,way/219634557,school,,01-4781825,,private,350.0,,,,,,,,
school,The Chandbagh School Pipalbot,27.74139517142857,85.34369517142856,Polygon,way/219636294,school,,,,private,370.0,,,,,,,,
school,Pine Ridge Academy,27.7268965,85.32621747499999,Polygon,way/219636396,school,,,,private,80.0,,,,,,,,
school,Bhanubhakta Memorial Higher Secondary School,27.72688475,85.32485167857143,Polygon,way/219640825,school,,,,community,2200.0,,,,,,,,
school,Chandra Tara School,27.723733822222226,85.32397815555555,Polygon,way/219640827,school,,,,private,80.0,,,,,,,,
school,Sunrise Boarding School,27.7261303375,85.325169525,Polygon,way/219640846,school,,,,private,300.0,,,,,,,,
school,Marie Gold Boarding School,27.693550833333333,85.33271493333334,Polygon,way/219640915,school,,4490354,,private,135.0,,,,,,,,
school,Chelsea International Academy,27.69443318,85.33547952,Polygon,way/219640919,school,school,,Chelsea International Academy,private,1200.0,,,,,,,,
school,Kathmandu Xavier Public School,27.694010975,85.335773325,Polygon,way/219644146,school,,014469987,,private,300.0,,,,yes,,,,
school,Ratna Rajya Higher Secondary School,27.69584354,85.33730716,Polygon,way/219646092,school,,4471757,,government,1650.0,,,,yes,,,,
school,Aradhana Academy,27.731127785714285,85.31047365714286,Polygon,way/219775936,school,,,,private,200.0,,,,,,,,
school,Basanta Ritu English Boarding School,27.7268189125,85.31666361250001,Polygon,way/219775937,school,,,,private,350.0,,,,,,,,
school,Gandaki Public Boarding School,27.72538233333333,85.30801708888889,Polygon,way/219775941,school,,,,private,350.0,,,,,,,,
school,Marshyangdi Boarding High School,27.72626866363636,85.3078810090909,Polygon,way/219775942,school,,,,private,200.0,,,,,,,,
school,Mother International Academy,27.7258651,85.31240234,Polygon,way/219775943,school,,,,private,125.0,,,,,,,,
school,New Himalayan Bidya Mandir Higher Secondary School,27.723882855555555,85.31474207777778,Polygon,way/219775948,school,,,,private,800.0,,,,,,,,
school,The Imperial Academy,27.72976374,85.31074240000001,Polygon,way/219775949,school,,,,private,300.0,,,,,,,,
school,Vijaya Secondary Boarding School,27.7274248875,85.3107985125,Polygon,way/219775950,school,,,,private,60.0,,,,,,,,
school,White Haven Academy,27.733489711111112,85.31064284444444,Polygon,way/219775951,school,,,,private,350.0,,,,,,,,
school,Parijat Vidya Punja,27.69500141,85.33566499999999,Polygon,way/219896798,school,,4474207,,private,150.0,,,,,,,,
school,Childrens Eternal Academy,27.721134740000004,85.3088106,Polygon,way/219900958,school,,,,private,500.0,,,,,,,,
school,Eternal Light Public Higher Secondary School,27.721725669230768,85.30897747692308,Polygon,way/219900964,school,,,,private,750.0,,,,,,,,
school,National Star High School,27.72030341111111,85.31042158888889,Polygon,way/219900965,school,,,,private,70.0,,,,,,,,
school,Precious National Academy Higher Secondary School,27.723869216666667,85.30847563333333,Polygon,way/219900966,school,,,,private,445.0,,,,,,,,
school,Siddhi Ganesh Higher Secondary School,27.718349071428573,85.31022130714287,Polygon,way/219900967,school,,,,community,650.0,,,,limited,,,,
school,World Angel Academy,27.7097334625,85.301525225,Polygon,way/220108551,school,,01-4274792,,private,30.0,,,,,,,,
school,Buddha Jyoti Academy,27.709699875,85.30112086666666,Polygon,way/220108682,school,,,,private,500.0,,,,,,,,
school,Little Buddhas Academy,27.7118946,85.299341,Polygon,way/220109996,school,,01-4284237,,private,350.0,,,,,,,,
school,Bibhuti International School,27.71057118,85.30012832,Polygon,way/220110829,school,,01-4670047,,private,220.0,,,,,,,,
school,New Arunodaya English Higher Secondary School,27.71089299,85.29901977,Polygon,way/220111963,school,,01-4275993,,private,800.0,,,,,,,,
school,A&A Academy,27.67512297142857,85.34062284285713,Polygon,way/220189972,school,,9808442349,,private,70.0,,,,,,,,
school,Hebron Public School,27.6732714,85.34358645,Polygon,way/220190725,school,,01-4600869,,private,400.0,,,,,,,,
school,Great Wall International School,27.682853066666667,85.33812245,Polygon,way/220198407,school,,,,private,250.0,,,,,,,,
school,Shubham Pathshala,27.68521346,85.33551988,Polygon,way/220201768,school,,,,private,50.0,,,,,,,,
school,Kathmandu Vidya Mandir,27.7227505125,85.3525511625,Polygon,way/220211878,school,,,,private,350.0,,,,,,,,
school,Tara Sadan English School,27.72189965555556,85.35233904444445,Polygon,way/220211881,school,,,,private,350.0,,,,,,,,
school,Arunima Sishu Sadan,27.72529369375,85.35737323125,Polygon,way/220212852,school,,,,private,390.0,,,,,,,,
school,Shri Janakalyan Higher Secondary School,27.7258277,85.35794581666666,Polygon,way/220212854,school,,,,government,1500.0,,,,,,,,
school,Progressive English Secondary School,27.723262591666668,85.35542115,Polygon,way/220213327,school,,,,private,500.0,,,,,,,,
school,Progressive English Secondary School,27.72337027142857,85.35549904285713,Polygon,way/220213331,school,yes,,private,,,,,,,mahankal oralo,,,
school,three star school,27.72590926666667,85.36314274,Polygon,way/220214960,school,,,private,private,375.0,,,,,ramhiti,municipality,6.0,
school,Three Star English School,27.72634116,85.36295351999999,Polygon,way/220215433,school,,,,private,50.0,,,,,,,,
school,Shree Nawa Jagriti Secondary School,27.728257913333334,85.36328710666666,Polygon,way/220215977,school,,,,government,800.0,,,,,,,,
school,Adarsha Yog-Hari Higher Secondary School,27.71849575,85.3149862125,Polygon,way/220227884,school,,,,community,355.0,,,,,,,,
school,Vidyodaya English School,27.708788483333333,85.29896718333333,Polygon,way/220294712,school,,01-275955,,private,300.0,,,,,,,,
school,Divya Gyan English Boarding High School,27.70689735,85.30083016,Polygon,way/220314701,school,,01-4276061,,private,650.0,,,,,,,,
school,Dallu Awasiya Vidyalaya,27.70884739375,85.3009781,Polygon,way/220316757,school,,,,private,590.0,,,,,,,,
school,Holy Vision International Higher Secondary School,27.701736954545456,85.29423244545454,Polygon,way/220317559,school,,,,private,980.0,,,,,,,,
school,Kathmandu Valley School and College,27.70329144444445,85.29497147777778,Polygon,way/220317955,school,,,,private,413.0,,,,yes,,,,
school,Greyfort International School,27.69478744,85.3445088,Polygon,way/220319539,school,school,4462505,Greyfort International School,private,,,,,,,,,
school,Reliance Residential Higher Secondary School,27.69710816153846,85.34334283846154,Polygon,way/220321372,school,,4473237,,private,300.0,,,,,,,,
school,Blooming Buds International School,27.70062943636364,85.34126305454545,Polygon,way/220323725,school,,4483223,,private,300.0,,,,,,,,
school,Loyala Higher Secondary School,27.70025771111111,85.34250112222222,Polygon,way/220325114,school,,447116,,private,340.0,,,,,,,,
school,Kathmandu Pragya Kunja School,27.6934866125,85.3404068375,Polygon,way/220325633,school,,0097714488438,,private,603.0,,,,,Sangam chowk,Kathmandu,,https://pragyakunja.edu.np/
school,Pragya Sadan Primary School,27.7232816625,85.31307166250001,Polygon,way/220414608,school,,,,private,150.0,,,,,,,,
school,High Himalayan Academy,27.69292912,85.34005486,Polygon,way/220424182,school,school,,High Himalayan Academy,private,55.0,,,,,,,,
school,Om Education Academy,27.71093332,85.30761853999999,Polygon,way/220553630,school,school,,Om Education Academy,private,350.0,,,,,,,,
school,Bal Bikash Lower Secondary School,27.71185502,85.30603651999999,Polygon,way/220554777,school,school,,Bal Bikash Lower Secondary School,government,200.0,,,,,,,,
school,Ursa Major Children's Academy,27.716620588888887,85.30448766666667,Polygon,way/220555380,school,school,,Ursa Major Children's Academy,private,250.0,,,,,,,,
school,Blue Horizon Academy,27.72330724,85.32594386,Polygon,way/220577239,school,,01-4432797,,private,65.0,,,,,,,,
school,Shree Dhumrabarah Secondary School,27.725242822222224,85.34291117777778,Polygon,way/220577248,school,,,,government,650.0,,,,yes,,,,
school,The Insight Vision Higher Secondary School,27.72679503,85.34183514,Polygon,way/220577250,school,,,,private,600.0,,,,,,,,
school,Universal Higher Secondary School,27.7227731,85.34028820769231,Polygon,way/220577254,school,,,,private,331.0,,,,,,,,
school,The Insight Vision HS School,27.72598822,85.34326072,Polygon,way/220577286,school,,,,,,,,,no,,,,
school,Bal Batika,27.69281086,85.36742626,Polygon,way/220702738,school,,,,private,51.0,,,,,,,,
school,Global Public School,27.6925177125,85.3676839,Polygon,way/220702741,school,,,,private,600.0,,,,,,,,
school,Mangal English School,27.69091295714286,85.36172535714286,Polygon,way/220702744,school,,,,private,300.0,,,,,,,,
school,Pritima English Secondary School,27.6921513625,85.3639772875,Polygon,way/220702746,school,school,,Priitima English Secondary School,,,,,,,,,,
school,Nepal Everest Montessori School,27.69890858,85.34794452,Polygon,way/220704533,school,,,,private,88.0,,,,,,,,
school,Pratima English School,27.692245860000003,85.36400155999999,Polygon,way/220984941,school,,,,private,400.0,,,,,,,,
school,Kankeshwori Secondary School,27.707132828571428,85.30334667142857,Polygon,way/220990736,school,school,,Kankeshwori Secondary School,government,400.0,,,,,,,,
school,New Zenith English Model School,27.71062103928572,85.30371195714285,Polygon,way/220993531,school,,,,private,750.0,,,,,,,,
school,Nepal Rastriya Lower Secondary School,27.71165252,85.30406519,Polygon,way/220995240,school,school,,Nepal Rastriya Lower Secondary School,government,250.0,,,,,,,,
school,Surena English Boarding School,27.712870644444443,85.30312071111112,Polygon,way/220996442,school,,,,private,170.0,,,,,,,,
school,Whitefield English Boarding School,27.71578014736842,85.30304618947369,Polygon,way/221016688,school,,,,private,1400.0,,,,,,,,
school,Shobha Bhagwati English Boarding School,27.7155962625,85.302485625,Polygon,way/221027479,school,,,,private,550.0,,,,,,,,
school,Siddhartha Public Academy,27.704787670588235,85.31781792941176,Polygon,way/221050572,school,,,,private,400.0,,,,,,,,
school,Adwitiya Boarding School,27.7351628125,85.298578925,Polygon,way/221179243,school,,01-4362090,,private,325.0,,,,,,,,
school,Asha Vidhyashram,27.73604556,85.29635988,Polygon,way/221179244,school,,9841773795,,private,115.0,,,,,,,,
school,Creative Model Academy Boarding High School,27.71926272,85.32442416,Polygon,way/221295615,school,,,,private,200.0,,,,,,,,
school,Pushpa Bal Academy,27.718541216666665,85.32298528333332,Polygon,way/221295616,school,,,,private,150.0,,,,,,,,
school,,27.71955402,85.32428616,Polygon,way/221295626,school,,,Creative Model Academy BH School,,,,,,,,,,
school,Lily Flower Boarding School,27.720593057142857,85.35070169999999,Polygon,way/221326057,school,,,,private,35.0,,,,,,,,
school,Hamro Sunshine School,27.733447666666667,85.36799498888888,Polygon,way/221328637,school,,,,private,160.0,,,,,,,,
school,Kailash Bodhi School,27.73126824285714,85.36496279999999,Polygon,way/221330736,school,,,,private,940.0,,,,,,,,
school,Gangchen Samling School,27.7296876,85.370103,Polygon,way/221331607,school,,,,private,263.0,,,,,,,,
school,Mini Land School,27.69768947777778,85.30545147777778,Polygon,way/221337501,school,,,,private,490.0,,,,,,,,
school,Shri Mahendra Saraswati Sewa Lower Secondary School,27.69409441666667,85.30383671666667,Polygon,way/221350571,school,,,,government,120.0,,,,,,,,
school,Laxmi Sikshya Sadan Higher Secondary School,27.695428993333334,85.30398613333334,Polygon,way/221351928,school,,,,private,250.0,,,,,,,,
school,Mansarovar Academy,27.72683654,85.36408639999999,Polygon,way/221353507,school,,,,private,340.0,,,,,,,,
school,Shree Mangal Dvip Boarding School,27.72588430967742,85.36462141290322,Polygon,way/221354402,school,,,,private,546.0,,,,,,,,
school,Subash Smrity School,27.671248577777774,85.34618421111111,Polygon,way/221354601,school,,,,private,150.0,,,,,,,,
school,New Tulips Secondary School,27.672494146153845,85.34535646153846,Polygon,way/221354602,school,,,,private,450.0,,,,,,,,
school,Sambotta High School,27.72851958,85.36838778,Polygon,way/221355227,school,,,,private,300.0,,,,,,,,
school,Srongtsen Bhrikuti Boarding High School,27.728235145454548,85.36672726363636,Polygon,way/221355228,school,,,private,,,,,,,Tinchuli,municipality,6.0,
school,Genesis Academy,27.726014433333333,85.36911548333335,Polygon,way/221356302,school,,,,private,230.0,,,,,,,,
school,Tashi Orphan School,27.72444437142857,85.36644951428572,Polygon,way/221356504,school,,,,private,106.0,,,,,,,,
school,Samata Academy,27.722725025,85.36806119166668,Polygon,way/221356893,school,,,,private,3300.0,,,,,,,,
school,Lord Buddha Secondary School,27.72206683076923,85.36789825384615,Polygon,way/221357309,school,,,,private,400.0,,,,,,,,
school,Wits Academy,27.72637653636364,85.37197194545455,Polygon,way/221359778,school,,,,private,600.0,,,,,,,,
school,Manjushree Community School,27.72420779444444,85.37062707222223,Polygon,way/221362688,school,,,,community,59.0,,,,,,,,
school,Vinayak English Higher Secondary School,27.71957076,85.34768534,Polygon,way/221376644,school,,,,private,485.0,,,,,,,,
school,,27.720106428571427,85.34768465714286,Polygon,way/221376649,school,,,Vinayak English Higher Secondary School,,,,,,,,,,
school,Kathmandu Unified City School,27.716422242857146,85.34543235,Polygon,way/221377997,school,,,,private,125.0,,,,,,,,
school,Kotdevi Public Secondary School,27.671648427272725,85.34898213636365,Polygon,way/221419704,school,,,,private,500.0,,,,,,,,
school,Laliguras Secondary School,27.66863788333333,85.34988985833333,Polygon,way/221419705,school,,,,private,241.0,,,,,,,,
school,Nepal Central Higher Secondary School,27.671937033333336,85.3504356625,Polygon,way/221419926,school,,,,private,425.0,,,,,,,,
school,Mount Seb English School,27.67226463076923,85.35128615384616,Polygon,way/221420265,school,,,,private,450.0,,,,,,,,
school,Seraphims' Public School,27.696702485,85.30017318,Polygon,way/221481055,school,,,,private,250.0,,,,,,,,
school,Jagriti Academy school,27.6731707,85.3502866,Polygon,way/221558875,school,,,,private,375.0,,,,,,,,
school,Oriental Academy school,27.67293803333333,85.35266344166666,Polygon,way/221558876,school,,,,private,250.0,,,,,,,,
school,Camelliya English Boarding School,27.6953733,85.29973386666667,Polygon,way/221605638,school,,,,private,300.0,,,,,,,,
school,Paramount English Boarding School,27.69169806,85.29568526,Polygon,way/221642736,school,,,,private,300.0,,,,,,,,
school,Ikeda International School,27.693514313636364,85.29021037272727,Polygon,way/221685879,school,,,,private,230.0,,,,,,,,
school,Mitra High School,27.69460697333333,85.29877875333334,Polygon,way/221685880,school,,,,private,270.0,,,,,,,,
school,Dreamland Public School,27.70484524,85.32182642000001,Polygon,way/221694251,school,,,,private,320.0,,,,,,,,
school,Madrasha Islamiya Secondary School,27.70675810909091,85.31703603636363,Polygon,way/221694254,school,,,,private,300.0,,,,,,,,
school,National Star School,27.71240372727273,85.3090601,Polygon,way/221699896,school,,,,private,70.0,,,,,,,,
school,Prabhat Secondary School,27.7096695125,85.30948599999999,Polygon,way/221699897,school,,,,government,300.0,,,,,,,,
school,Shanti Shikshya Mandir,27.71135192,85.30990011,Polygon,way/221699898,school,,,,government,250.0,,,,,,,,
school,,27.71128706,85.31002662,Polygon,way/221699902,school,,,Shanti Shikshya Mandir,,,,,,,shanti sikshya margha,,,
school,Kamyak School,27.7061472,85.32015968,Polygon,way/221752137,school,,,,private,250.0,,,,,,,,
school,Jana Kalyan Primary School,27.71348648,85.30667868,Polygon,way/221765596,school,school,,Jana Kalyan Primary School,private,40.0,,,,,,,,
school,Maya Lok English School,27.71299022857143,85.3063361,Polygon,way/221765600,school,,,,private,50.0,,,,,,,,
school,Neelgiri School,27.71753015,85.30770687500001,Polygon,way/221765601,school,,,,private,240.0,,,,,,,,
school,Pragya Higher Secondary School,27.717156963636363,85.31148801818182,Polygon,way/221769819,school,,,,private,60.0,,,,,,,,
school,Albert Einstein Academy,27.71080217777778,85.31333448888888,Polygon,way/221797111,school,,,,private,300.0,,,,,,,,
school,Annapurna Higher Secondary School,27.709593984615385,85.31341314615385,Polygon,way/221797112,school,,,,private,1400.0,,,,,,,,
school,Lokhit Lower Secondary School,27.715911622222222,85.31256698888889,Polygon,way/221797115,school,,,,government,200.0,,,,,,,,
school,,27.71055138,85.31344143999999,Polygon,way/221797124,school,school,,Albert Einstein Academy,,,,,,,byathit marg,,27.0,
school,Bal Ujjwol Primary School,27.71045234,85.31117046,Polygon,way/221801515,school,school,,Bal Ujjwol Primary School,government,40.0,,,,,,,,
school,Tyauda Secondary School,27.709963261538466,85.31124246153846,Polygon,way/221801516,school,,,,government,370.0,,,,,,,,
school,Bodhisatta Primary School,27.70567422857143,85.31130071428572,Polygon,way/221806624,school,school,,Bodhisatta Primary School,private,65.0,,,,,,,,
school,Himalaya Secondary School,27.703585485714285,85.31184317142856,Polygon,way/221820525,school,,,,government,275.0,,,,,,,,
school,City English School,27.68148848,85.34720104,Polygon,way/221932004,school,,,,private,375.0,,,,,,,,
school,Sai Trinity School,27.681564200000004,85.34744948,Polygon,way/221933343,school,,,,private,110.0,,,,,Shiddha Marga,,,
school,Aakriti English Secondary Boarding School,27.682808716666667,85.34761346666666,Polygon,way/221938657,school,,,,private,80.0,,,,,Subidha Marga,Kathmandu,,
school,Kathmandu Barsha School,27.6850695,85.34483682307692,Polygon,way/221951335,school,,,,private,520.0,,,,,,,,
school,Whitehouse school and College,27.68415297428572,85.34704044571428,Polygon,way/221951617,school,,015199456,Mr. Yuvraj Sharma,,,,,Su-Fr 07:00-17:00,,WhiteHouse street,,,https://www.whitehouse.edu.np/
school,Triton internation school,27.68413422,85.3444063,Polygon,way/221955575,school,,,,private,206.0,,,,,,,,
school,Kamal English Boarding Higher Secondary School,27.685976453846155,85.29779514615385,Polygon,way/222136573,school,,,,private,475.0,,,,,,,,
school,Gurukul National School,27.70419294285714,85.34782578571428,Polygon,way/222180844,school,,,,private,150.0,,,,,,,,
school,Keta Keti Spowc Free School,27.70657643636364,85.35037902727272,Polygon,way/222180845,school,,,,community,200.0,,,,,,,,
school,Midland English School,27.702485433333333,85.34774753888888,Polygon,way/222180849,school,,,,private,250.0,,,,,,,,
school,New Shrine Boarding School,27.70470303,85.34872536,Polygon,way/222180854,school,,,,private,365.0,,,,,,,,
school,Shri Bal Batika Secondary School,27.70488553,85.35062539,Polygon,way/222180857,school,,,,community,300.0,,,,,,,,
school,Shri Sharada Higher Secondary School,27.7016628875,85.35008680625,Polygon,way/222180858,school,,,,government,585.0,,,,yes,,,,
school,Shri Sharada Lower Secondary School,27.7050774875,85.3517541875,Polygon,way/222180859,school,,,,government,187.0,,,,,,,,
school,Wilson Academy,27.703323676923077,85.28424773076924,Polygon,way/222255329,school,,,,private,200.0,,,,,,,,
school,Harvard International School,27.699682142857142,85.28607530714285,Polygon,way/222255848,school,,,,private,375.0,,,,,,,,
school,Gaurishanker Higher Secondary School,27.70224867,85.28671573,Polygon,way/222256678,school,,,,private,300.0,,,,,,,,
school,Tiny Toys Kindergarten,27.70267218,85.2871954,Polygon,way/222258194,school,,,,private,40.0,,,,,,,,
school,Swayambhu English Boarding School,27.7159604,85.29393786666667,Polygon,way/222258498,school,,,,private,275.0,,,,,,,,
school,Capital Hill Academy,27.69925608125,85.28839421875,Polygon,way/222267299,school,,,,private,21.0,,,,,,,,
school,Zenith English Secondary School,27.69934735714286,85.28722357142858,Polygon,way/222269822,school,,,,private,324.0,,,,,,,,
school,Sirius Higher Secondary School,27.700445483333336,85.28350175,Polygon,way/222271306,school,,,,private,350.0,,,,,,,,
school,Shree Buddhanagar Lower Secondary School,27.68875344,85.32854926,Polygon,way/222467452,school,,9841834523,,government,145.0,,,,,,,,
school,Edify International School,27.69321063,85.284957275,Polygon,way/222495752,school,,,,,,,,,,,,,
school,Janapath Secondary School,27.693373654545454,85.2838223909091,Polygon,way/222495754,school,,,,government,410.0,,,,,,,,
school,Pinnacle Scholars' Academy,27.694129173913044,85.28334433043479,Polygon,way/222495756,school,,,,private,700.0,,,,,,,,
school,East-West English Boarding School,27.687107857142852,85.29838752857142,Polygon,way/222716500,school,,,,private,260.0,,,,,,,,
